case_id,benchmark_version,snapshot_date,product_id,drug_codes,din_list,brand_name,language,split,stratum,input,expected_output,evaluation_type,source_metadata
hc_dpd_e5bc61e91bed62f9_en,0.2.0,2026-07-02,hc_dpd_e5bc61e91bed62f9,"[""16656""]","[""02125250""]",APO-SUCRALFATE - TAB 1G,en,census,single_ingredient,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 16656
DIN: 02125250
BRAND_NAME: APO-SUCRALFATE - TAB 1G
ACTIVE_INGREDIENTS:
- NAME=SUCRALFATE; STRENGTH=1; UNIT=G
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: APOTEX INC","{""din"":[""02125250""],""brand_name"":""APO-SUCRALFATE - TAB 1G"",""active_ingredients"":[{""name"":""SUCRALFATE"",""strength"":1,""unit"":""G""}],""dosage_forms"":[""TABLET""],""routes"":[""ORAL""],""schedule"":[""PRESCRIPTION""],""product_status"":""MARKETED"",""company"":""APOTEX INC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[1346],""drug.txt"":[1346],""form.txt"":[1352],""ingred.txt"":[2005],""route.txt"":[1599],""schedule.txt"":[1350],""status.txt"":[6813]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""16656""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_e5bc61e91bed62f9_fr,0.2.0,2026-07-02,hc_dpd_e5bc61e91bed62f9,"[""16656""]","[""02125250""]",APO-SUCRALFATE - TAB 1G,fr,census,single_ingredient,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 16656
DIN: 02125250
NOM_COMMERCIAL: APO-SUCRALFATE - TAB 1G
INGRÉDIENTS_ACTIFS:
- NOM=Sucralfate; CONCENTRATION=1; UNITÉ=G
FORMES_PHARMACEUTIQUES: Comprimé
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: APOTEX INC","{""din"":[""02125250""],""brand_name"":""APO-SUCRALFATE - TAB 1G"",""active_ingredients"":[{""name"":""Sucralfate"",""strength"":1,""unit"":""G""}],""dosage_forms"":[""Comprimé""],""routes"":[""Orale""],""schedule"":[""Médicaments sur ordonnance""],""product_status"":""COMMERCIALISÉ"",""company"":""APOTEX INC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[1346],""drug.txt"":[1346],""form.txt"":[1352],""ingred.txt"":[2005],""route.txt"":[1599],""schedule.txt"":[1350],""status.txt"":[6813]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""16656""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_e6656662b0a0a97c_en,0.2.0,2026-07-02,hc_dpd_e6656662b0a0a97c,"[""100805""]","[""02518759""]",JAMP TRAMADOL HCL,en,census,single_ingredient,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 100805
DIN: 02518759
BRAND_NAME: JAMP TRAMADOL HCL
ACTIVE_INGREDIENTS:
- NAME=TRAMADOL HYDROCHLORIDE; STRENGTH=50; UNIT=MG
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: NARCOTICS (CDSA I)
PRODUCT_STATUS: MARKETED
COMPANY: JAMP PHARMA CORPORATION","{""din"":[""02518759""],""brand_name"":""JAMP TRAMADOL HCL"",""active_ingredients"":[{""name"":""TRAMADOL HYDROCHLORIDE"",""strength"":50,""unit"":""MG""}],""dosage_forms"":[""TABLET""],""routes"":[""ORAL""],""schedule"":[""NARCOTICS (CDSA I)""],""product_status"":""MARKETED"",""company"":""JAMP PHARMA CORPORATION""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[11094],""drug.txt"":[11094],""form.txt"":[11349],""ingred.txt"":[16053],""route.txt"":[13386],""schedule.txt"":[11434],""status.txt"":[44411]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""100805""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_e6656662b0a0a97c_fr,0.2.0,2026-07-02,hc_dpd_e6656662b0a0a97c,"[""100805""]","[""02518759""]",JAMP TRAMADOL HCL,fr,census,single_ingredient,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 100805
DIN: 02518759
NOM_COMMERCIAL: JAMP TRAMADOL HCL
INGRÉDIENTS_ACTIFS:
- NOM=Chlorhydrate de tramadol; CONCENTRATION=50; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Comprimé
VOIES_ADMINISTRATION: Orale
ANNEXES: Stupéfiants (LRCDAS I)
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: JAMP PHARMA CORPORATION","{""din"":[""02518759""],""brand_name"":""JAMP TRAMADOL HCL"",""active_ingredients"":[{""name"":""Chlorhydrate de tramadol"",""strength"":50,""unit"":""MG""}],""dosage_forms"":[""Comprimé""],""routes"":[""Orale""],""schedule"":[""Stupéfiants (LRCDAS I)""],""product_status"":""COMMERCIALISÉ"",""company"":""JAMP PHARMA CORPORATION""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[11094],""drug.txt"":[11094],""form.txt"":[11349],""ingred.txt"":[16053],""route.txt"":[13386],""schedule.txt"":[11434],""status.txt"":[44411]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""100805""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_e72c99d0b5ecb871_en,0.2.0,2026-07-02,hc_dpd_e72c99d0b5ecb871,"[""4010""]","[""00514500""]",LONITEN 10MG,en,census,single_ingredient,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 4010
DIN: 00514500
BRAND_NAME: LONITEN 10MG
ACTIVE_INGREDIENTS:
- NAME=MINOXIDIL; STRENGTH=10; UNIT=MG
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: PFIZER CANADA ULC","{""din"":[""00514500""],""brand_name"":""LONITEN 10MG"",""active_ingredients"":[{""name"":""MINOXIDIL"",""strength"":10,""unit"":""MG""}],""dosage_forms"":[""TABLET""],""routes"":[""ORAL""],""schedule"":[""PRESCRIPTION""],""product_status"":""MARKETED"",""company"":""PFIZER CANADA ULC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[323],""drug.txt"":[323],""form.txt"":[323],""ingred.txt"":[469],""route.txt"":[406],""schedule.txt"":[323],""status.txt"":[1736]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""4010""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_e72c99d0b5ecb871_fr,0.2.0,2026-07-02,hc_dpd_e72c99d0b5ecb871,"[""4010""]","[""00514500""]",LONITEN 10MG,fr,census,single_ingredient,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 4010
DIN: 00514500
NOM_COMMERCIAL: LONITEN 10MG
INGRÉDIENTS_ACTIFS:
- NOM=Minoxidil; CONCENTRATION=10; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Comprimé
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: PFIZER CANADA ULC","{""din"":[""00514500""],""brand_name"":""LONITEN 10MG"",""active_ingredients"":[{""name"":""Minoxidil"",""strength"":10,""unit"":""MG""}],""dosage_forms"":[""Comprimé""],""routes"":[""Orale""],""schedule"":[""Médicaments sur ordonnance""],""product_status"":""COMMERCIALISÉ"",""company"":""PFIZER CANADA ULC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[323],""drug.txt"":[323],""form.txt"":[323],""ingred.txt"":[469],""route.txt"":[406],""schedule.txt"":[323],""status.txt"":[1736]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""4010""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_e7a8c61c05dabfd5_en,0.2.0,2026-07-02,hc_dpd_e7a8c61c05dabfd5,"[""102281""]","[""02533847""]",ACID CONCENTRATE A1242,en,census,multi_ingredient,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 102281
DIN: 02533847
BRAND_NAME: ACID CONCENTRATE A1242
ACTIVE_INGREDIENTS:
- NAME=DEXTROSE; STRENGTH=49.5; UNIT=G
- NAME=ACETIC ACID; STRENGTH=10.81; UNIT=G
- NAME=MAGNESIUM CHLORIDE; STRENGTH=6.86; UNIT=G
- NAME=CALCIUM CHLORIDE; STRENGTH=10.25; UNIT=G
- NAME=POTASSIUM CHLORIDE; STRENGTH=6.71; UNIT=G
- NAME=SODIUM CHLORIDE; STRENGTH=268; UNIT=G
DOSAGE_FORMS: SOLUTION
ROUTES: HAEMODIALYSIS
SCHEDULES: ETHICAL
PRODUCT_STATUS: MARKETED
COMPANY: CHIEF MEDICAL SUPPLIES LTD","{""din"":[""02533847""],""brand_name"":""ACID CONCENTRATE A1242"",""active_ingredients"":[{""name"":""ACETIC ACID"",""strength"":10.81,""unit"":""G""},{""name"":""CALCIUM CHLORIDE"",""strength"":10.25,""unit"":""G""},{""name"":""DEXTROSE"",""strength"":49.5,""unit"":""G""},{""name"":""MAGNESIUM CHLORIDE"",""strength"":6.86,""unit"":""G""},{""name"":""POTASSIUM CHLORIDE"",""strength"":6.71,""unit"":""G""},{""name"":""SODIUM CHLORIDE"",""strength"":268,""unit"":""G""}],""dosage_forms"":[""SOLUTION""],""routes"":[""HAEMODIALYSIS""],""schedule"":[""ETHICAL""],""product_status"":""MARKETED"",""company"":""CHIEF MEDICAL SUPPLIES LTD""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[11919],""drug.txt"":[11919],""form.txt"":[12188],""ingred.txt"":[17275,17276,17277,17278,17279,17280],""route.txt"":[14358],""schedule.txt"":[12327],""status.txt"":[46255]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""102281""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_e7a8c61c05dabfd5_fr,0.2.0,2026-07-02,hc_dpd_e7a8c61c05dabfd5,"[""102281""]","[""02533847""]",ACID CONCENTRATE A1242,fr,census,multi_ingredient,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 102281
DIN: 02533847
NOM_COMMERCIAL: ACID CONCENTRATE A1242
INGRÉDIENTS_ACTIFS:
- NOM=Dextrose; CONCENTRATION=49.5; UNITÉ=G
- NOM=Acide acétique; CONCENTRATION=10.81; UNITÉ=G
- NOM=Chlorure de magnésium; CONCENTRATION=6.86; UNITÉ=G
- NOM=Chlorure de calcium; CONCENTRATION=10.25; UNITÉ=G
- NOM=Chlorure de potassium; CONCENTRATION=6.71; UNITÉ=G
- NOM=Chlorure de sodium; CONCENTRATION=268; UNITÉ=G
FORMES_PHARMACEUTIQUES: Solution
VOIES_ADMINISTRATION: Hémodialyse
ANNEXES: Spécialité médicale
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: CHIEF MEDICAL SUPPLIES LTD","{""din"":[""02533847""],""brand_name"":""ACID CONCENTRATE A1242"",""active_ingredients"":[{""name"":""Acide acétique"",""strength"":10.81,""unit"":""G""},{""name"":""Chlorure de calcium"",""strength"":10.25,""unit"":""G""},{""name"":""Chlorure de magnésium"",""strength"":6.86,""unit"":""G""},{""name"":""Chlorure de potassium"",""strength"":6.71,""unit"":""G""},{""name"":""Chlorure de sodium"",""strength"":268,""unit"":""G""},{""name"":""Dextrose"",""strength"":49.5,""unit"":""G""}],""dosage_forms"":[""Solution""],""routes"":[""Hémodialyse""],""schedule"":[""Spécialité médicale""],""product_status"":""COMMERCIALISÉ"",""company"":""CHIEF MEDICAL SUPPLIES LTD""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[11919],""drug.txt"":[11919],""form.txt"":[12188],""ingred.txt"":[17275,17276,17277,17278,17279,17280],""route.txt"":[14358],""schedule.txt"":[12327],""status.txt"":[46255]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""102281""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_e81b4f82e81e031a_en,0.2.0,2026-07-02,hc_dpd_e81b4f82e81e031a,"[""103351""]","[""02544873""]",GLOW + GO LIP OIL,en,census,multi_ingredient,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 103351
DIN: 02544873
BRAND_NAME: GLOW + GO LIP OIL
ACTIVE_INGREDIENTS:
- NAME=AVOBENZONE; STRENGTH=3; UNIT=%
- NAME=HOMOSALATE; STRENGTH=10; UNIT=%
- NAME=OCTOCRYLENE; STRENGTH=10; UNIT=%
- NAME=OCTISALATE; STRENGTH=5; UNIT=%
DOSAGE_FORMS: OIL
ROUTES: TOPICAL
SCHEDULES: NON-PRESCRIPTION DRUGS
PRODUCT_STATUS: MARKETED
COMPANY: NAKED SUNDAYS","{""din"":[""02544873""],""brand_name"":""GLOW + GO LIP OIL"",""active_ingredients"":[{""name"":""AVOBENZONE"",""strength"":3,""unit"":""%""},{""name"":""HOMOSALATE"",""strength"":10,""unit"":""%""},{""name"":""OCTISALATE"",""strength"":5,""unit"":""%""},{""name"":""OCTOCRYLENE"",""strength"":10,""unit"":""%""}],""dosage_forms"":[""OIL""],""routes"":[""TOPICAL""],""schedule"":[""NON-PRESCRIPTION DRUGS""],""product_status"":""MARKETED"",""company"":""NAKED SUNDAYS""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[12568],""drug.txt"":[12568],""form.txt"":[12847],""ingred.txt"":[18266,18267,18268,18269],""route.txt"":[15069],""schedule.txt"":[13024],""status.txt"":[47707]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""103351""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_e81b4f82e81e031a_fr,0.2.0,2026-07-02,hc_dpd_e81b4f82e81e031a,"[""103351""]","[""02544873""]",GLOW + GO LIP OIL,fr,census,multi_ingredient,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 103351
DIN: 02544873
NOM_COMMERCIAL: GLOW + GO HUILE À LÈVRES
INGRÉDIENTS_ACTIFS:
- NOM=Avobenzone; CONCENTRATION=3; UNITÉ=%
- NOM=Homosalate; CONCENTRATION=10; UNITÉ=%
- NOM=Octocrilène; CONCENTRATION=10; UNITÉ=%
- NOM=Octisalate; CONCENTRATION=5; UNITÉ=%
FORMES_PHARMACEUTIQUES: Huile
VOIES_ADMINISTRATION: Topique
ANNEXES: Médicaments sans ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: NAKED SUNDAYS","{""din"":[""02544873""],""brand_name"":""GLOW + GO HUILE À LÈVRES"",""active_ingredients"":[{""name"":""Avobenzone"",""strength"":3,""unit"":""%""},{""name"":""Homosalate"",""strength"":10,""unit"":""%""},{""name"":""Octisalate"",""strength"":5,""unit"":""%""},{""name"":""Octocrilène"",""strength"":10,""unit"":""%""}],""dosage_forms"":[""Huile""],""routes"":[""Topique""],""schedule"":[""Médicaments sans ordonnance""],""product_status"":""COMMERCIALISÉ"",""company"":""NAKED SUNDAYS""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[12568],""drug.txt"":[12568],""form.txt"":[12847],""ingred.txt"":[18266,18267,18268,18269],""route.txt"":[15069],""schedule.txt"":[13024],""status.txt"":[47707]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""103351""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_e8a678750d4d7c39_en,0.2.0,2026-07-02,hc_dpd_e8a678750d4d7c39,"[""71582"",""71583"",""71584""]","[""02247339"",""02247340"",""02247341""]",ACT CIPROFLOXACIN,en,census,multi_variant,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 71582
DIN: 02247339
BRAND_NAME: ACT CIPROFLOXACIN
ACTIVE_INGREDIENTS:
- NAME=CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE); STRENGTH=250; UNIT=MG
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: TEVA CANADA LIMITED

VARIANT 2
DRUG_CODE: 71583
DIN: 02247340
BRAND_NAME: ACT CIPROFLOXACIN
ACTIVE_INGREDIENTS:
- NAME=CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE); STRENGTH=500; UNIT=MG
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: TEVA CANADA LIMITED

VARIANT 3
DRUG_CODE: 71584
DIN: 02247341
BRAND_NAME: ACT CIPROFLOXACIN
ACTIVE_INGREDIENTS:
- NAME=CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE); STRENGTH=750; UNIT=MG
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: TEVA CANADA LIMITED","{""din"":[""02247339"",""02247340"",""02247341""],""brand_name"":""ACT CIPROFLOXACIN"",""active_ingredients"":[{""name"":""CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE)"",""strength"":250,""unit"":""MG""},{""name"":""CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE)"",""strength"":500,""unit"":""MG""},{""name"":""CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE)"",""strength"":750,""unit"":""MG""}],""dosage_forms"":[""TABLET""],""routes"":[""ORAL""],""schedule"":[""PRESCRIPTION""],""product_status"":""MARKETED"",""company"":""TEVA CANADA LIMITED""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[3109,3110,3111],""drug.txt"":[3109,3110,3111],""form.txt"":[3137,3138,3139],""ingred.txt"":[4469,4470,4471],""route.txt"":[3722,3723,3724],""schedule.txt"":[3147,3148,3149],""status.txt"":[16755,16763,16771]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""71582"",""71583"",""71584""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
